,Time,set_temperature,temperature,param1,param2,param3,param4
0,2022/12/08 17:44:22,25.0,22.701077756550262,1946.0,114.94611217248689,0.00288539323000728,1831.654495638586
1,2022/12/08 17:44:23,25.0,22.701077756550262,621.0,114.94611217248689,0.2399702974219364,505.91463282440645
2,2022/12/08 17:44:24,25.0,22.96509682007843,547.0,101.74515899607854,0.4647145519046158,445.71065878249556
3,2022/12/08 17:44:25,25.0,23.40576151781994,427.0,79.71192410900301,0.6517142056626256,347.5065400042488
4,2022/12/08 17:44:26,25.0,24.11266236018372,239.0,44.36688199081402,0.7747395196806017,194.1431916219958
5,2022/12/08 17:44:27,25.0,24.99994974682602,0.0,0.002512658699060921,0.8175588970926544,0.010928057188888273
6,2022/12/08 17:44:28,25.0,25.713149787859265,-193.0,-35.65748939296327,0.7782466214479365,-158.82583804052825
7,2022/12/08 17:44:29,25.0,26.16059993479911,-311.0,-58.029996739955436,0.6721521761229379,-253.83835747281358
8,2022/12/08 17:44:30,25.0,26.339971662588766,-366.0,-66.99858312943832,0.5356440631165362,-299.6938407791009
9,2022/12/08 17:44:32,25.0,26.07099946733797,-290.0,-53.549973366898485,0.40569976902292226,-237.5426266533505
10,2022/12/08 17:44:33,25.0,25.80253084092209,-218.0,-40.12654204610442,0.30520248765486774,-178.36729015726777
11,2022/12/08 17:44:34,25.0,25.356148638581715,-97.0,-17.807431929085737,0.24623397669210537,-79.76567147414953
12,2022/12/08 17:44:35,25.0,24.99994974682602,0.0,0.002512658699060921,0.23180258540142,0.011286832844726011
13,2022/12/08 17:44:36,25.0,24.73329945738567,72.0,13.335027130716526,0.25386894218137623,58.71112962207825
14,2022/12/08 17:44:37,25.0,24.644507252704614,97.0,17.77463736476932,0.2916236179067642,79.48846635846189
15,2022/12/08 17:44:38,25.0,24.73329945738567,72.0,13.335027130716526,0.3255599254786363,58.86282040473044
16,2022/12/08 17:44:39,25.0,24.99994974682602,0.0,0.002512658699060921,0.3348941297805976,0.011167589734137987
17,2022/12/08 17:44:40,25.0,25.445321914057047,-120.0,-22.26609570285234,0.3092192443428433,-98.99067686087615
18,2022/12/08 17:44:41,25.0,25.534546049075175,-146.0,-26.72730245375874,0.2558729432489864,-119.63335103890944
19,2022/12/08 17:44:42,25.0,25.623821765745788,-169.0,-31.191088287289404,0.19084514360214153,-138.7510607108377
20,2022/12/08 17:44:43,25.0,25.534546049075175,-144.0,-26.72730245375874,0.13153274873493806,-118.31516067822362
21,2022/12/08 17:44:44,25.0,25.267025502186414,-72.0,-13.351275109320682,0.09163464174794422,-58.77464534952893
22,2022/12/08 17:44:45,25.0,24.99994974682602,0.0,0.002512658699060921,0.07498145961824118,0.01115299404943834
23,2022/12/08 17:44:46,25.0,24.911019993849436,24.0,4.449000307528195,0.07935032178712641,19.616674588692558
24,2022/12/08 17:44:47,25.0,24.82213680113648,47.0,8.893159943175988,0.09711245099609184,38.77120825127363
25,2022/12/08 17:44:48,25.0,24.911019993849436,24.0,4.449000307528195,0.11275158896622442,19.75686712708428
26,2022/12/08 17:44:49,25.0,24.99994974682602,0.0,0.002512658699060921,0.11678768772502976,0.011297480229518164
27,2022/12/08 17:44:50,25.0,25.267025502186414,-73.0,-13.351275109320682,0.10437468764532987,-60.20330326297792
28,2022/12/08 17:44:51,25.0,25.356148638581715,-96.0,-17.807431929085737,0.07498462982561914,-79.00503815385562
29,2022/12/08 17:44:52,25.0,25.356148638581715,-96.0,-17.807431929085737,0.03816887844992912,-78.54558577561707
30,2022/12/08 17:44:53,25.0,25.267025502186414,-72.0,-13.351275109320682,0.0048930451502640256,-59.625744368623884
31,2022/12/08 17:44:54,25.0,25.177951786020003,-48.0,-8.897589301000153,-0.018068963869967893,-39.31067309451002
32,2022/12/08 17:44:55,25.0,24.99994974682602,0.0,0.002512658699060921,-0.028145323905509063,0.011198145232680057
33,2022/12/08 17:44:56,25.0,24.99994974682602,0.0,0.002512658699060921,-0.025345678896941535,0.011119750181592405
34,2022/12/08 17:44:58,25.0,24.911019993849436,24.0,4.449000307528195,-0.017732818473654818,19.766075202307828
35,2022/12/08 17:44:59,25.0,24.99994974682602,0.0,0.002512658699060921,-0.009676470858873232,0.011139554931803523
36,2022/12/08 17:45:00,25.0,24.99994974682602,0.0,0.002512658699060921,-0.00839816620589899,0.010881457109188829
37,2022/12/08 17:45:01,25.0,25.177951786020003,-47.0,-8.897589301000153,-0.019232042458106714,-38.52423238453025
38,2022/12/08 17:45:02,25.0,25.177951786020003,-48.0,-8.897589301000153,-0.03606202496389868,-39.37683068287582
39,2022/12/08 17:45:03,25.0,25.177951786020003,-48.0,-8.897589301000153,-0.05618440821755239,-39.309430881049686
40,2022/12/08 17:45:04,25.0,25.177951786020003,-48.0,-8.897589301000153,-0.07590323103272618,-39.513162757661284
41,2022/12/08 17:45:05,25.0,25.088926772809714,-24.0,-4.446338640485692,-0.08759245781232049,-19.644071737953674
42,2022/12/08 17:45:06,25.0,24.99994974682602,0.0,0.002512658699060921,-0.0916337314624029,0.011128791679010357
43,2022/12/08 17:45:07,25.0,24.99994974682602,0.0,0.002512658699060921,-0.0920279606023329,0.011168536521169557
44,2022/12/08 17:45:08,25.0,24.99994974682602,0.0,0.002512658699060921,-0.0896222438816214,0.011070574106438247
45,2022/12/08 17:45:09,25.0,24.99994974682602,0.0,0.002512658699060921,-0.08800938072617644,0.011141380277513973
46,2022/12/08 17:45:10,25.0,24.99994974682602,0.0,0.002512658699060921,-0.08596659527410158,0.011197252902790075
