,Time,set_temperature,temperature,param1,param2,param3,param4
0,2022/12/06 19:26:32,25.0,22.525211816432318,2008.0,123.73940917838411,0.0032500924471726093,1884.4314902039946
1,2022/12/06 19:26:33,25.0,22.525211816432318,679.0,123.73940917838411,0.26309393672454295,555.2947646949983
2,2022/12/06 19:26:34,25.0,22.701077756550262,624.0,114.94611217248689,0.5124957037614594,509.0099328204128
3,2022/12/06 19:26:35,25.0,23.229396564763192,480.0,88.53017176184039,0.724222495158065,390.9583359652278
4,2022/12/06 19:26:36,25.0,23.935709873131884,288.0,53.21450634340579,0.8743294852747289,234.47981301750974
5,2022/12/06 19:26:37,25.0,24.73329945738567,73.0,13.335027130716526,0.9459120628146555,59.23216626015106
6,2022/12/06 19:26:39,25.0,25.534546049075175,-146.0,-26.72730245375874,0.9313119608735211,-120.75253977800767
7,2022/12/06 19:26:40,25.0,26.07099946733797,-291.0,-53.549973366898485,0.8394062943773042,-238.52519805092794
8,2022/12/06 19:26:41,25.0,26.339971662588766,-361.0,-66.99858312943832,0.7056822465661062,-295.6982803055087
9,2022/12/06 19:26:42,25.0,26.25025708770312,-339.0,-62.51285438515595,0.5707400971988155,-277.6623180000923
10,2022/12/06 19:26:43,25.0,25.891965652190947,-242.0,-44.59828260954737,0.4611672776526157,-198.23420865529735
11,2022/12/06 19:26:44,25.0,25.445321914057047,-119.0,-22.26609570285234,0.39334677197665396,-97.8462010349844
12,2022/12/06 19:26:45,25.0,24.99994974682602,0.0,0.002512658699060921,0.3705344448312496,0.011247263311799724
13,2022/12/06 19:26:46,25.0,24.644507252704614,96.0,17.77463736476932,0.3881878308988567,78.61464434408184
14,2022/12/06 19:26:47,25.0,24.555759478575794,121.0,22.21202607121029,0.43008584288837465,98.44403565070729
15,2022/12/06 19:26:48,25.0,24.644507252704614,97.0,17.77463736476932,0.4708994838362205,78.81118926550954
16,2022/12/06 19:26:49,25.0,24.99994974682602,0.0,0.002512658699060921,0.48881081287387695,0.011207433901499999
17,2022/12/06 19:26:50,25.0,25.356148638581715,-96.0,-17.807431929085737,0.46994709464357176,-78.80539470854583
18,2022/12/06 19:26:51,25.0,25.623821765745788,-168.0,-31.191088287289404,0.41699994472143953,-137.8562651728735
19,2022/12/06 19:26:52,25.0,25.623821765745788,-168.0,-31.191088287289404,0.3475085483048032,-137.57285490060582
20,2022/12/06 19:26:53,25.0,25.534546049075175,-146.0,-26.72730245375874,0.2841043719019945,-119.70424998639618
21,2022/12/06 19:26:54,25.0,25.356148638581715,-96.0,-17.807431929085737,0.23893253987234958,-79.07069481618262
22,2022/12/06 19:26:55,25.0,25.088926772809714,-23.0,-4.446338640485692,0.21946382441501808,-19.680972524898902
23,2022/12/06 19:26:56,25.0,24.82213680113648,47.0,8.893159943175988,0.2250453262081298,38.75106882855565
24,2022/12/06 19:26:57,25.0,24.73329945738567,73.0,13.335027130716526,0.24511785214505458,59.54113675598842
25,2022/12/06 19:26:58,25.0,24.911019993849436,24.0,4.449000307528195,0.26682152518315994,19.62554601095547
26,2022/12/06 19:26:59,25.0,24.911019993849436,24.0,4.449000307528195,0.2773840034367604,19.581063485644304
27,2022/12/06 19:27:00,25.0,25.177951786020003,-48.0,-8.897589301000153,0.26655246484177014,-39.415091907736006
28,2022/12/06 19:27:01,25.0,25.356148638581715,-96.0,-17.807431929085737,0.23679589959963598,-79.04600849822945
29,2022/12/06 19:27:03,25.0,25.356148638581715,-97.0,-17.807431929085737,0.19720797114559604,-79.43777902203932
30,2022/12/06 19:27:04,25.0,25.356148638581715,-97.0,-17.807431929085737,0.1572022317219939,-79.56852721615027
31,2022/12/06 19:27:05,25.0,25.177951786020003,-48.0,-8.897589301000153,0.1286129302741465,-39.36499308623372
32,2022/12/06 19:27:06,25.0,25.088926772809714,-23.0,-4.446338640485692,0.11525252552781555,-19.615764670457125
33,2022/12/06 19:27:07,25.0,24.911019993849436,24.0,4.449000307528195,0.11838896289620635,19.707312210487853
34,2022/12/06 19:27:08,25.0,24.911019993849436,24.0,4.449000307528195,0.1288050400570318,19.792491327333583
35,2022/12/06 19:27:09,25.0,24.82213680113648,48.0,8.893159943175988,0.14088688243513367,39.783504860656386
36,2022/12/06 19:27:10,25.0,24.99994974682602,0.0,0.002512658699060921,0.14737846905332735,0.011181274562069734
37,2022/12/06 19:27:11,25.0,25.088926772809714,-24.0,-4.446338640485692,0.14177485527825415,-19.9312755911676
38,2022/12/06 19:27:12,25.0,25.267025502186414,-72.0,-13.351275109320682,0.12415805289006597,-59.47029007643532
39,2022/12/06 19:27:13,25.0,25.267025502186414,-71.0,-13.351275109320682,0.0980675533011397,-58.534432884345165
40,2022/12/06 19:27:14,25.0,25.177951786020003,-48.0,-8.897589301000153,0.07587946725307519,-39.66940850225845
41,2022/12/06 19:27:15,25.0,25.088926772809714,-23.0,-4.446338640485692,0.0601579367094013,-19.528365309553237
42,2022/12/06 19:27:16,25.0,24.99994974682602,0.0,0.002512658699060921,0.05447320933004688,0.011216021744957849
43,2022/12/06 19:27:17,25.0,24.911019993849436,24.0,4.449000307528195,0.0564869378975767,19.634425460852317
44,2022/12/06 19:27:18,25.0,24.911019993849436,24.0,4.449000307528195,0.063740946496926,19.695455998592788
45,2022/12/06 19:27:19,25.0,24.911019993849436,24.0,4.449000307528195,0.07142440976166275,19.856834036570085
46,2022/12/06 19:27:20,25.0,24.99994974682602,0.0,0.002512658699060921,0.07391755026064627,0.011154646703365299
47,2022/12/06 19:27:21,25.0,25.088926772809714,-23.0,-4.446338640485692,0.07071604737666977,-19.466194810360477
